Start date,Incident type,Receiver country,Category,Initiator country,Political responses,MITRE Impact,Intelligence impact,International Law Breach Indicator,Year
2024-08-30,Hijacking,United States,Critical Manufacturing,Russia,1,Firmware Corruption,1,Human rights,2024
2024-09-30,Disruption,Spain,Government and Research,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2023-10-30,Disruption,Germany,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-10-30,Disruption,United Kingdom,Critical Manufacturing,Russia,0,Network Denial of Service,1,Air law,2023
2024-10-30,Ransomware,Peru,Finance,Unknown,1,Data Exfiltration,4,Human rights,2024
2023-11-30,Data theft,Israel,Not available,Iran,0,Data Exfiltration,3,Human rights,2023
2024-11-30,Data theft,Croatia,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Cyber espionage,2024
2023-12-30,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-12-30,Disruption,Russia,Critical Manufacturing,Ukraine,0,Service Stop,1,Armed conflict,2023
2023-01-31,Ransomware,United States,Military,Unknown,0,Data Exfiltration,5,Human rights,2023
2023-01-31,Disruption,Germany,Critical Manufacturing,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-01-31,Disruption,Spain,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2022-03-31,Data theft,Ukraine,Government and Research,Russia,1,Data Exfiltration,4,Armed conflict,2022
2023-03-31,Data theft,United States,Critical Manufacturing,Unknown,0,Data Exfiltration,3,Human rights,2023
2024-03-31,Disruption,Argentina,Administration,Unknown,0,Data Encrypted for Impact,1,Sovereignty,2024
2023-05-31,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2023
2023-05-31,Disruption,Sweden,Critical Manufacturing,Russia,0,Network Denial of Service,1,Air law,2023
2023-05-31,Disruption,Slovakia,Administration,Unknown,0,Network Denial of Service,1,Due diligence,2023
2024-05-31,Disruption,United Kingdom,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-05-31,Disruption,Switzerland,Administration,Unknown,0,Data Encrypted for Impact,1,Human rights,2024
2024-05-31,Hijacking,Poland,Administration,Russia,2,Defacement,1,Human rights,2024
2023-07-31,Disruption,Russia,Government and Research,Unknown,1,Network Denial of Service,1,Sovereignty,2023
2023-07-31,Data theft,Ukraine,Military,Russia,1,Data Exfiltration,2,Armed conflict,2023
2023-07-31,Data theft,United States,Finance,United States,0,Data Exfiltration,3,Cyber espionage,2023
2023-07-31,Disruption,Italy,Critical Manufacturing,Russia,0,Network Denial of Service,1,Due diligence,2023
2023-08-31,Disruption,United States,Government and Research,Unknown,1,Defacement,1,Human rights,2023
2024-10-31,Data theft,United States,Finance,Unknown,0,Data Exfiltration,2,Human rights,2024
2024-10-31,Data theft,United Arab Emirates,Finance,Unknown,0,Data Exfiltration,2,Sovereignty,2024
2023-12-31,Ransomware,Bosnia and Herzegovina,Administration,Unknown,0,Data Exfiltration,2,Human rights,2023
2023-12-31,Hijacking,Korea,Finance,Unknown,0,Data Manipulation,1,Human rights,2023
